          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 58082.273663  15.712    1.039   1885   1959  o    0      1.84  299.61892  62.13773   6341.70   9492.09   3.41  2.90 -83.0 -0.454  14.33  15.11  01a58082o0198o     1           7   2354.0     1522.477   3729.292       3.8210          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58082.281048  15.963    0.911   1496   1363  o    0      3.11  299.61892  62.13773   6299.57   9435.28   3.40  2.97 -84.0 -0.444  14.48  15.22  01a58082o0214o     1           7   1274.0      966.329   2367.013       3.1576          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58082.288978  20.837    4.214     17     71  o    0      5.30  299.61892  62.13773   6307.45   9568.22   3.59  3.34 -83.6 -0.434  17.59  18.65  01a58082o0231o     0           0     79.0       34.963     85.643       1.1351          7        0          7   60.440       29.601     83.293     1.0696         7            0       7
 58091.233788  21.318    6.426     11     69  o    0      1.13  299.61892  62.13773   8878.22   8452.22   2.78  2.46  45.8 -0.477  18.43  18.89  02a58091o0114o     0           0    -10.0       21.950     53.767       0.5304          7        0          7    2.835       27.054     52.892     0.4928         7            0       7
 58091.242313  21.029    5.989     14     84  o    0      0.91  299.61892  62.13773   8857.49   8412.14   2.65  2.40  38.6 -0.501  18.39  18.82  02a58091o0132o     0           1    -20.0       22.407     54.885       0.3818          7        0          7   -8.992       34.927     59.893     0.4383         6            0       6
 58091.250246 -20.891    5.108    -16     82  o    0      1.40  299.61892  62.13773   8909.06   8492.71   2.90  2.58  43.3 -0.468  18.39  18.78  02a58091o0149o     0           0    -34.0       23.453     57.448       0.4380          7        0          7   -6.539       32.491     51.042     0.3189         7            0       7
 58091.258762  18.722    0.785    118     92  o    0      1.44  299.61892  62.13773   8923.93   8376.94   2.89  2.59  40.6 -0.494  18.24  18.72  02a58091o0167o     0           1    -25.0       16.081     39.391       0.1833          7        0          7  -37.020       36.898     40.269     0.1882         6            0       6
 58094.243417  20.058    0.579     34     20  o    0      5.35  299.61892  62.13773   8399.30   1121.87   3.73  3.18  81.5 -0.419  18.94  20.51  01a58094o0142o     0           0     -3.0       12.012     29.423       2.2001          7        0          7    0.933        7.350     29.101     2.1524         7            0       7
 58094.250864 -21.785    2.808     -7     20  o    0      2.03  299.61892  62.13773   8442.52   1174.71   3.70  3.12  85.4 -0.428  18.94  20.43  01a58094o0158o  1024           0     47.0       12.062     29.546       2.2325          7        0          7   32.257        7.414     25.323     1.5735         7            0       7
 58094.258307  19.383    0.296     64     19  o    0     10.14  299.61892  62.13773   8411.95   1114.08   3.56  3.02 -88.6 -0.435  18.95  20.40  01a58094o0174o  1028           1     48.0        9.284     22.741       1.4479          7        0          7   49.079        7.894     20.462     1.1406         6            0       6
 58094.265718 -20.570    0.885    -22     19  o    0      2.31  299.61892  62.13773   8419.49   1245.83   3.68  3.17  87.4 -0.422  18.83  20.37  01a58094o0190o     0           0     18.0        6.620     16.215       0.6098          7        0          7   16.202        7.732     16.181     0.6008         7            0       7
 58096.242400  14.328    0.004   6739     27  o    0   1837.51  299.61892  62.13773    344.84   8805.17   3.32  2.70  38.6 -0.454  19.25  20.47  02a58096o0142o     4           4    195.0     1773.528   4344.238   25715.4165          7        0          7    9.145       19.648      4.476     0.0159         2            1       3
 58096.251571  14.842    0.006   4199     23  o    0    962.50  299.61892  62.13773    325.06   8773.19   3.35  2.67  38.0 -0.451  19.11  20.41  02a58096o0160o     4           4     60.0     2313.990   5668.094   42324.4797          7        0          7   32.849       15.104     35.404     1.2951         3            0       3
 58096.254797  22.434    6.533      4     25  o    0      3.98  299.61892  62.13773   9465.44   8678.37   3.12  2.83  51.4 -0.457  19.26  20.47  02a58096o0167o     0           2     48.0      998.738   2446.397   11919.3237          7        0          7   18.721       10.649     29.017     1.6120         4            1       5
 58096.258987  14.276    0.003   7074     24  o    0   2007.43  299.61892  62.13773    378.53   8848.00   3.62  3.15  39.5 -0.410  19.07  20.31  02a58096o0176o  1028           6   5816.0     1559.005   3818.768   21557.4133          7        0          7  245.000       27.000        NaN        NaN         1            0       1
 58096.262212  18.048    0.127    219     28  o    0     24.94  299.61892  62.13773   9444.90   8640.68   3.09  2.86  52.8 -0.446  19.19  20.40  02a58096o0183o     4           3     49.0       81.749    200.243      51.7002          7        0          7   36.721       12.402     11.488     0.1926         4            0       4
 58096.266420  14.955    0.006   3786     22  o    0    802.65  299.61892  62.13773    396.83   8729.54   3.69  3.11  36.4 -0.381  18.96  20.24  02a58096o0192o  1028           3    179.0      909.881   2228.744    8913.7543          7        0          7   69.732       13.832     10.239     0.1409         3            1       4
 58096.270104  18.819    0.269    108     29  o    0      4.79  299.61892  62.13773   9498.96   8728.85   3.33  2.94  56.7 -0.410  19.11  20.38  02a58096o0200o     0           5   2636.0      814.323   1994.677    5871.6626          7        0          7    7.700       17.635      4.445     0.0200         2            0       2
 58096.278532  17.626    0.089    323     29  o    0     13.13  299.61892  62.13773   9513.09   8621.72   3.24  2.98  56.8 -0.434  19.08  20.31  02a58096o0218o  1028           6   4240.0     1154.244   2827.310    8756.4491          7        0          7  150.000       31.000        NaN        NaN         1            0       1
 58098.237619  20.631    1.164     20     24  o    0      2.80  299.61892  62.13773  10398.20   1476.23   3.63  3.38 -87.1 -0.415  18.69  20.14  01a58098o0105o    32           0    -11.0       32.293     79.100       8.5682          7        0          7  -32.370       11.342     25.938     0.9437         5            2       7
 58098.244517  19.710    0.596     47     28  o    0      3.25  299.61892  62.13773  10440.08   1525.56   3.66  3.31 -85.3 -0.443  18.81  20.21  01a58098o0120o  1024           1     52.0       17.248     42.250       2.3178          7        0          7   59.352       11.394     36.600     1.5972         6            0       6
 58098.246862  15.534    0.008   2221     19  o    0    347.28  299.61892  62.13773   1221.00   1793.02   3.40  3.18  52.7 -0.437  18.81  20.31  01a58098o0125o   516           2     96.0       42.957    105.223      16.3439          7        0          7    8.092       14.628     80.401     4.8155         4            1       5
 58098.251953  19.075    0.252     85     21  o    0      7.31  299.61892  62.13773  10410.52   1467.00   3.57  3.25 -80.5 -0.430  18.83  20.22  01a58098o0136o    32           1     59.0       57.898    141.820      42.8796          7        0          7   22.758       11.836     43.767     2.8816         4            2       6
 58098.254304  19.334    0.364     67     24  o    0     13.71  299.61892  62.13773   1265.42   1848.57   3.29  3.07  47.1 -0.452  18.96  20.41  01a58098o0141o  1028           2    147.0      342.466    838.866    1770.1677          7        0          7  129.996       12.280     33.384     1.6131         4            1       5
 58098.261941  20.568    1.206     22     26  o    0      2.21  299.61892  62.13773   1234.74   1781.42   3.40  3.10  57.0 -0.444  18.80  20.31  01a58098o0158o     0           0     30.0       10.904     26.710       0.7705          7        0          7   29.865       10.660     26.685     0.7704         7            0       7
 58098.269406 -20.029    1.000    -35     35  o    0      4.56  299.61892  62.13773   1244.24   1911.32   3.46  3.31  61.2 -0.439  18.68  20.19  01a58098o0174o    32           0     37.0       26.192     64.158       4.4828          7        0          7   32.429       12.206     29.788     1.0381         5            2       7
 58102.233090  19.196    0.371     76     28  o    0      6.97  299.61892  62.13773   7269.94    397.25   4.38  3.92  81.5 -0.386  18.59  20.11  01a58102o0115o  1024           2    107.0       16.834     41.235       2.3558          7        0          7   77.755       11.942     33.760     1.4335         5            0       5
 58102.240955 -22.302    6.000     -4     26  o    0      6.50  299.61892  62.13773   7315.31    448.66   4.43  3.95 -87.9 -0.382  18.55  20.10  01a58102o0132o  1024           0     47.0       15.158     37.129       1.9834          7        0          7   39.341       10.519     16.950     0.3768         6            1       7
 58102.247013  20.032    0.722     35     25  o    0      7.14  299.61892  62.13773   5867.22  10156.28   4.23  3.81 -76.2 -0.381  18.55  20.10  01a58102o0145o  1024           0     86.0       15.257     37.372       1.9125          7        0          7   87.576        9.640     37.360     1.9080         7            0       7
 58102.249794  19.258    0.340     72     24  o    0      4.94  299.61892  62.13773   7290.43    388.20   4.15  3.76  90.0 -0.378  18.56  20.04  01a58102o0151o  1024           0     94.0       16.370     40.097       2.4545          7        0          7   84.183        8.938     37.879     2.2535         7            0       7
 58102.255819  17.786    0.103    279     29  o    0     15.80  299.61892  62.13773   5916.83  10207.40   4.58  4.12 -78.4 -0.391  18.44  20.03  01a58102o0164o  1028           5    275.0       35.415     86.750       7.4865          7        0          7  296.500       19.799     11.521     0.1078         2            0       2
 58110.194127  18.640    0.703    127     89  o    0      1.30  299.61892  62.13773   8092.42    367.56   3.38  3.17  89.4 -0.440  17.16  17.35  01a58110o0037o     0           1     35.0       29.577     72.448       0.5310          7        0          7   22.662       37.278     72.914     0.5531         6            0       6
 58110.198857  19.681    0.847     49     41  o    0      2.23  299.61892  62.13773   8123.42    416.02   3.56  3.37 -80.9 -0.430  18.02  18.68  01a58110o0047o     0           0     36.0       33.482     82.014       3.7294          7        0          7   -1.824       15.391     70.167     2.7228         7            0       7
